Id,AnswerCount,Score,Ratio
7275,3,2,1.5
7281,1,3,0.33
7285,31,30,1.03
7312,3,20,0.15
7318,2,6,0.33
7319,1,5,0.2
7322,42,205,0.2
7328,2,4,0.5
7334,4,5,0.8
7336,3,12,0.25
7341,4,1,4.0
7350,5,47,0.11
7353,2,0,2.0
7354,6,3,2.0
7355,4,0,4.0
7359,4,7,0.57
7372,15,2,7.5
7377,4,0,4.0
7380,0,1,0.0
7389,1,12,0.08
7391,1,0,1.0
7396,2,0,2.0
7401,2,0,2.0
7407,1,5,0.2
7409,4,1,4.0
7415,1,0,1.0
7420,2,0,2.0
7423,2,0,2.0
7424,3,17,0.18
7428,1,1,1.0
7435,2,1,2.0
7436,35,22,1.59
7440,14,6,2.33
7441,10,5,2.0
7458,5,4,1.25
7471,2,3,0.67
7478,4,0,4.0
7503,1,1,1.0
7505,2,18,0.11
7515,7,0,7.0
7527,3,4,0.75
7528,2,9,0.22
7536,0,0,0.0
7537,2,4,0.5
7550,1,3,0.33
7560,2,3,0.67
7561,4,0,4.0
7562,1,2,0.5
7569,1,0,1.0
7570,1,4,0.25
7572,21,94,0.22
7603,4,11,0.36
7609,6,9,0.67
7616,19,9,2.11
7635,9,15,0.6
7648,2,1,2.0
7650,2,0,2.0
7652,3,5,0.6
7656,6,10,0.6
7667,1,-1,-1.0
7670,2,3,0.67
7671,5,0,5.0
7675,2,4,0.5
7677,2,3,0.67
7682,12,50,0.24
7699,5,5,1.0
7707,2,1,2.0
7714,5,3,1.67
7717,0,2,0.0
7720,0,2,0.0
7723,7,10,0.7
7726,6,4,1.5
7738,3,-1,-3.0
7739,7,13,0.54
7741,8,0,8.0
7753,2,13,0.15
7756,3,0,3.0
7765,1,1,1.0
7766,2,3,0.67
7768,4,1,4.0
7771,3,1,3.0
7791,1,2,0.5
7792,3,0,3.0
7793,3,1,3.0
7819,2,2,1.0
7821,1,7,0.14
7823,5,7,0.71
7829,4,0,4.0
7830,1,7,0.14
7842,3,3,1.0
7848,3,0,3.0
7851,6,2,3.0
7857,1,0,1.0
7860,15,0,15.0
7878,12,35,0.34
7891,2,3,0.67
7897,1,2,0.5
7902,1,2,0.5
7913,2,12,0.17
7924,2,4,0.5
7931,8,780,0.01
7946,11,8,1.38
7954,3,22,0.14
7964,4,5,0.8
7971,3,2,1.5
7980,1,3,0.33
7983,1,2,0.5
7984,3,3,1.0
7986,1,2,0.5
7995,1,7,0.14
7997,1,4,0.25
7999,7,2,3.5
8004,2,1,2.0
8007,2,1,2.0
8010,8,4,2.0
8015,3,4,0.75
8021,2,1,2.0
8026,0,2,0.0
8028,1,3,0.33
8035,2,3,0.67
8037,1,0,1.0
8042,4,3,1.33
8046,2,1,2.0
8058,2,5,0.4
8065,2,0,2.0
8068,1,-9,-0.11
8072,13,8,1.62
8082,2,8,0.25
8086,12,32,0.38
8098,6,2,3.0
8099,2,4,0.5
8105,2,2,1.0
8114,1,3,0.33
8116,1,1,1.0
8120,4,3,1.33
8123,1,1,1.0
8124,3,0,3.0
8126,3,0,3.0
8129,1,2,0.5
8137,10,4,2.5
8144,2,11,0.18
8155,1,2,0.5
8156,7,3,2.33
8162,19,38,0.5
8173,1,2,0.5
8176,1,1,1.0
8178,3,0,3.0
8188,3,7,0.43
8193,6,1,6.0
8208,6,2,3.0
8209,3,4,0.75
8211,21,52,0.4
8231,8,18,0.44
8250,1,2,0.5
8251,4,4,1.0
8254,2,-3,-0.67
8265,3,3,1.0
8272,3,6,0.5
8277,2,0,2.0
8280,1,2,0.5
8282,6,17,0.35
8288,5,3,1.67
8291,1,1,1.0
8299,1,2,0.5
8313,1,1,1.0
8319,7,12,0.58
8323,11,7,1.57
8330,1,0,1.0
8339,2,7,0.29
8340,1,-1,-1.0
8347,3,4,0.75
8351,1,6,0.17
8355,2,-1,-2.0
8369,4,6,0.67
8370,3,1,3.0
8371,1,1,1.0
8376,8,19,0.42
8382,1,0,1.0
8385,3,0,3.0
8390,2,10,0.2
8396,6,3,2.0
8401,48,159,0.3
8457,3,6,0.5
8462,2,3,0.67
8466,2,4,0.5
8472,3,5,0.6
8477,1,1,1.0
8478,3,6,0.5
8479,2,11,0.18
8482,5,16,0.31
8492,10,15,0.67
8501,2,4,0.5
8505,2,1,2.0
8506,2,14,0.14
8507,1,0,1.0
8512,4,0,4.0
8537,2,9,0.22
8538,5,-1,-5.0
8548,4,5,0.8
8551,2,4,0.5
8557,1,1,1.0
8559,4,11,0.36
8561,2,3,0.67
8562,2,1,2.0
8566,1,4,0.25
8572,2,0,2.0
8574,4,7,0.57
8578,5,0,5.0
8584,8,15,0.53
8596,2,2,1.0
8597,1,1,1.0
8599,2,3,0.67
8600,4,2,2.0
8602,2,3,0.67
8607,2,0,2.0
8613,2,3,0.67
8616,4,5,0.8
8619,1,16,0.06
8621,1,4,0.25
8630,1,5,0.2
8641,2,0,2.0
8649,9,35,0.26
8654,11,36,0.31
8658,7,0,7.0
8672,1,6,0.17
8673,3,2,1.5
8678,5,-1,-5.0
8679,1,0,1.0
8683,1,-4,-0.25
8689,0,1,0.0
8692,8,21,0.38
8695,2,20,0.1
8701,2,6,0.33
8702,4,2,2.0
8703,3,0,3.0
8712,4,6,0.67
8724,27,47,0.57
8753,2,0,2.0
8761,2,0,2.0
8765,2,2,1.0
8767,2,1,2.0
8768,2,1,2.0
8780,6,3,2.0
8790,89,70,1.27
8870,3,1,3.0
8875,3,0,3.0
8879,6,7,0.86
8884,3,5,0.6
8891,8,23,0.35
8907,2,-1,-2.0
8910,2,3,0.67
8914,3,0,3.0
8916,2,3,0.67
8917,3,4,0.75
8934,3,3,1.0
8935,5,28,0.18
8945,102,21,4.86
9022,6,1,6.0
9024,1,23,0.04
9033,5,2,2.5
9037,3,0,3.0
9048,3,0,3.0
9050,7,4,1.75
9060,4,-5,-0.8
9062,2,0,2.0
9067,5,6,0.83
9070,3,2,1.5
9075,2,2,1.0
9078,1,3,0.33
9090,3,6,0.5
9094,1,1,1.0
9100,4,6,0.67
9102,2,1,2.0
9107,2,0,2.0
9109,10,3,3.33
9112,4,1,4.0
9121,2,2,1.0
9134,292,365,0.8
9392,3,0,3.0
9394,1,6,0.17
9397,10,5,2.0
9409,2,4,0.5
9420,4,2,2.0
9421,1,0,1.0
9425,2,7,0.29
9428,2,3,0.67
9431,2,4,0.5
9437,2,-1,-2.0
9439,3,6,0.5
9443,6,4,1.5
9449,1,1,1.0
9459,1,0,1.0
9460,2,1,2.0
9464,1,2,0.5
9467,2,0,2.0
9468,1,0,1.0
9469,3,-1,-3.0
9478,2,8,0.25
9480,1,5,0.2
9482,2,25,0.08
9483,1,0,1.0
9490,4,1,4.0
9498,3,0,3.0
9500,3,2,1.5
9502,2,0,2.0
9503,1,0,1.0
9508,63,370,0.17
9567,6,3,2.0
9568,52,105,0.5
9626,2,4,0.5
9632,3,2,1.5
9637,3,2,1.5
9642,4,1,4.0
9644,1,0,1.0
9648,1,1,1.0
9652,6,36,0.17
9662,1,23,0.04
9663,2,3,0.67
9672,1,3,0.33
9677,6,6,1.0
9681,2,2,1.0
9686,12,9,1.33
9701,2,0,2.0
9708,1,0,1.0
9709,1,0,1.0
9711,4,3,1.33
9717,5,2,2.5
9726,4,30,0.13
9730,4,8,0.5
9731,46,262,0.18
9782,4,2,2.0
9787,3,7,0.43
9792,1,1,1.0
9793,1,2,0.5
9796,2,3,0.67
9797,1,0,1.0
9804,1,2,0.5
9807,3,4,0.75
9808,3,3,1.0
9811,3,34,0.09
9812,1,3,0.33
9817,7,0,7.0
9822,34,137,0.25
9857,3,3,1.0
9858,4,15,0.27
9863,41,184,0.22
9902,4,9,0.44
9912,4,2,2.0
9916,2,0,2.0
9927,1,1,1.0
9931,2,3,0.67
9933,2,2,1.0
9943,2,2,1.0
9948,2,5,0.4
9952,4,1,4.0
9953,68,629,0.11
10000,1,0,1.0
10025,1,2,0.5
10026,1,3,0.33
10027,2,2,1.0
10032,2,0,2.0
10034,5,3,1.67
10044,1,1,1.0
10047,1,1,1.0
10053,1,5,0.2
10055,1,1,1.0
10059,3,3,1.0
10067,8,22,0.36
10071,2,10,0.2
10076,5,3,1.67
10078,7,11,0.64
10092,0,0,0.0
10107,2,5,0.4
10114,2,2,1.0
10121,6,-2,-3.0
10122,2,1,2.0
10131,1,2,0.5
10136,1,5,0.2
10140,3,6,0.5
10144,4,3,1.33
10149,1,3,0.33
10152,2,0,2.0
10174,5,4,1.25
10185,4,3,1.33
10188,7,5,1.4
10194,2,24,0.08
10200,6,5,1.2
10203,5,4,1.25
10205,1,-2,-0.5
10216,3,15,0.2
10223,2,1,2.0
10231,1,0,1.0
10238,3,0,3.0
10243,3,3,1.0
10247,1,0,1.0
10248,2,6,0.33
10249,1,2,0.5
10254,4,2,2.0
10256,2,3,0.67
10259,1,0,1.0
10261,20,404,0.05
10299,64,129,0.5
10363,2,10,0.2
10367,2,1,2.0
10369,4,70,0.06
10372,8,63,0.13
10381,1,1,1.0
10382,3,3,1.0
10389,1,4,0.25
10390,4,5,0.8
10399,1,1,1.0
10408,2,4,0.5
10418,2,0,2.0
10421,4,2,2.0
10427,17,7,2.43
10440,1,0,1.0
10441,1,0,1.0
10452,2,3,0.67
10454,2,0,2.0
10461,5,-4,-1.25
10465,1,2,0.5
10468,2,0,2.0
10469,4,0,4.0
10472,10,1,10.0
10484,4,1,4.0
10485,2,3,0.67
10486,2,2,1.0
10497,2,5,0.4
10504,5,0,5.0
10519,3,13,0.23
10520,1,2,0.5
10521,1,8,0.12
10523,1,6,0.17
10528,3,1,3.0
10534,2,9,0.22
10551,3,5,0.6
10560,2,2,1.0
10563,4,2,2.0
10569,1,2,0.5
10571,1,0,1.0
10578,1,-1,-1.0
10582,8,37,0.22
10594,3,0,3.0
10603,2,0,2.0
10605,1,0,1.0
10609,4,0,4.0
10611,3,3,1.0
10620,3,-1,-3.0
10623,2,0,2.0
10628,1,2,0.5
10630,3,0,3.0
10640,1,-2,-0.5
10641,3,45,0.07
10642,1,0,1.0
10643,1,5,0.2
10647,3,16,0.19
10649,2,2,1.0
10665,2,12,0.17
10666,3,0,3.0
10668,2,-1,-2.0
10672,5,6,0.83
10674,3,-1,-3.0
10682,6,4,1.5
10693,1,6,0.17
10694,1,0,1.0
10695,2,1,2.0
10697,4,0,4.0
10704,2,3,0.67
10707,1,1,1.0
10708,1,1,1.0
10713,4,32,0.12
10714,3,6,0.5
10716,1,-2,-0.5
10722,3,2,1.5
10730,1,4,0.25
10733,3,2,1.5
10737,2,5,0.4
10738,2,0,2.0
10743,2,3,0.67
10751,1,0,1.0
10754,4,5,0.8
10764,6,1,6.0
10775,3,12,0.25
10776,2,1,2.0
10781,3,6,0.5
10786,6,7,0.86
10787,5,10,0.5
10800,3,1,3.0
10801,2,-1,-2.0
10802,4,8,0.5
10807,2,2,1.0
10811,32,117,0.27
10841,5,26,0.19
10848,4,10,0.4
10857,22,32,0.69
10883,2,6,0.33
10888,3,5,0.6
10890,5,-6,-0.83
10896,1,1,1.0
10905,3,2,1.5
10906,1,2,0.5
10915,4,3,1.33
10923,2,5,0.4
10931,3,2,1.5
10934,9,19,0.47
10942,2,0,2.0
10944,1,1,1.0
10948,12,34,0.35
10966,1,0,1.0
10967,3,2,1.5
10968,2,27,0.07
10975,3,3,1.0
10977,3,1,3.0
10979,1,0,1.0
10982,1,2,0.5
10991,3,1,3.0
10994,2,13,0.15
10995,2,-10,-0.2
11001,7,3,2.33
11009,6,14,0.43
11014,3,18,0.17
11017,2,6,0.33
11019,1,0,1.0
11025,1,-1,-1.0
11030,4,4,1.0
11033,2,4,0.5
11036,1,3,0.33
11044,3,1,3.0
11045,3,0,3.0
11098,3,3,1.0
11104,4,3,1.33
11108,4,2,2.0
11112,4,-1,-4.0
11115,70,60,1.17
11183,5,13,0.38
11188,2,19,0.11
11189,8,1,8.0
11212,4,-1,-4.0
11226,6,2,3.0
11239,3,-1,-3.0
11249,2,11,0.18
11253,3,5,0.6
11259,4,2,2.0
11263,5,-6,-0.83
11275,1,0,1.0
11285,1,3,0.33
11287,3,1,3.0
11292,3,-1,-3.0
11298,1,0,1.0
11301,4,1,4.0
11319,5,5,1.0
11324,8,3,2.67
11330,1,-1,-1.0
11338,1,3,0.33
11343,2,2,1.0
11345,10,10,1.0
11370,2,2,1.0
11372,6,-1,-6.0
11376,2,3,0.67
11380,3,0,3.0
11386,3,4,0.75
11387,5,5,1.0
11388,2,1,2.0
11390,2,1,2.0
11398,5,-7,-0.71
11407,4,1,4.0
11421,3,-21,-0.14
11428,3,10,0.3
11429,1,0,1.0
11430,2,5,0.4
11432,4,3,1.33
11434,2,0,2.0
11438,2,-8,-0.25
11441,3,-5,-0.6
11452,2,2,1.0
11455,1,0,1.0
11457,5,-5,-1.0
11465,2,2,1.0
11471,2,3,0.67
11474,22,90,0.24
11498,1,2,0.5
11502,1,1,1.0
11508,2,7,0.29
11511,3,3,1.0
11520,3,5,0.6
11523,2,0,2.0
11526,2,1,2.0
11540,4,7,0.57
11545,2,3,0.67
11549,3,0,3.0
11554,2,-1,-2.0
11558,1,4,0.25
11559,1,0,1.0
11561,1,1,1.0
11563,6,139,0.04
11568,1,0,1.0
11569,1,1,1.0
11576,4,24,0.17
11580,2,25,0.08
11581,2,0,2.0
11583,4,3,1.33
11586,3,7,0.43
11596,2,1,2.0
11597,2,1,2.0
11600,1,1,1.0
11602,25,61,0.41
11629,3,6,0.5
11635,4,4,1.0
11652,37,58,0.64
11673,19,8,2.38
11678,2,5,0.4
11702,2,1,2.0
11705,6,10,0.6
11709,1,3,0.33
11727,1,1,1.0
11728,2,0,2.0
11731,2,2,1.0
11732,1,0,1.0
11733,3,0,3.0
11738,1,0,1.0
11740,2,120,0.02
11760,3,1,3.0
11763,2,0,2.0
11770,1,3,0.33
11773,2,0,2.0
11782,3,2,1.5
11787,2,1,2.0
11796,2,4,0.5
11798,4,0,4.0
11804,5,-8,-0.62
11810,2,4,0.5
11815,2,0,2.0
11817,1,1,1.0
11820,12,1,12.0
11831,2,1,2.0
11851,2,3,0.67
11852,1,5,0.2
11859,2,4,0.5
11861,1,2,0.5
11866,2,4,0.5
11874,2,6,0.33
11875,1,-2,-0.5
11878,1,0,1.0
11881,3,5,0.6
11886,1,1,1.0
11893,3,-1,-3.0
11895,4,1,4.0
11902,3,2,1.5
11908,1,3,0.33
11909,2,0,2.0
11912,3,6,0.5
11917,4,1,4.0
11922,2,0,2.0
11930,6,8,0.75
11935,2,0,2.0
11938,4,2,2.0
11941,5,5,1.0
11943,3,2,1.5
11953,6,4,1.5
11959,7,3,2.33
11968,2,2,1.0
11971,6,2,3.0
11977,2,0,2.0
11987,1,3,0.33
12002,3,0,3.0
12008,1,6,0.17
12010,2,2,1.0
12015,2,1,2.0
12018,7,3,2.33
12024,1,5,0.2
12025,2,0,2.0
12026,3,-2,-1.5
12031,2,4,0.5
12039,6,21,0.29
12041,4,6,0.67
12047,2,0,2.0
12049,3,1,3.0
12053,4,22,0.18
12055,1,2,0.5
12056,1,2,0.5
12067,1,0,1.0
12068,2,0,2.0
12070,1,0,1.0
12073,9,9,1.0
12078,3,1,3.0
12083,2,1,2.0
12088,3,6,0.5
12089,2,-1,-2.0
12092,4,5,0.8
12093,3,8,0.38
12111,2,0,2.0
12115,2,0,2.0
12119,13,23,0.57
12122,5,-3,-1.67
12123,3,2,1.5
12130,5,4,1.25
12132,39,198,0.2
12174,2,-1,-2.0
12182,6,4,1.5
12193,1,0,1.0
12199,7,-1,-7.0
12210,8,-6,-1.33
12222,2,14,0.14
12224,23,71,0.32
12250,2,2,1.0
12253,1,1,1.0
12254,2,1,2.0
12259,70,230,0.3
12330,2,11,0.18
12334,2,2,1.0
12335,8,5,1.6
12340,23,51,0.45
12362,9,56,0.16
12373,26,48,0.54
12397,8,52,0.15
12406,14,36,0.39
12421,26,34,0.76
12448,6,26,0.23
12455,12,33,0.36
12468,24,35,0.69
12494,26,28,0.93
12513,15,47,0.32
12527,13,35,0.37
12543,5,13,0.38
12544,3,1,3.0
12560,1,2,0.5
12561,2,7,0.29
12570,2,10,0.2
12571,3,5,0.6
12572,3,2,1.5
12576,5,2,2.5
12583,8,8,1.0
12599,2,19,0.11
12603,2,14,0.14
12605,4,2,2.0
12609,5,1,5.0
12614,2,0,2.0
12620,2,3,0.67
12621,10,8,1.25
12625,2,0,2.0
12658,1,2,0.5
12659,1,1,1.0
12662,4,3,1.33
12663,4,-1,-4.0
12678,2,7,0.29
12679,3,-1,-3.0
12681,5,6,0.83
12694,6,5,1.2
12700,3,24,0.12
12719,1,0,1.0
12724,6,26,0.23
12744,1,7,0.14
12756,1,7,0.14
12758,2,1,2.0
12766,3,29,0.1
12772,10,15,0.67
12783,3,0,3.0
12785,3,3,1.0
12786,2,3,0.67
12793,1,2,0.5
12795,2,2,1.0
12803,5,5,1.0
12811,4,0,4.0
12817,2,3,0.67
12826,4,2,2.0
12827,3,0,3.0
12834,1,0,1.0
12835,1,3,0.33
12847,2,2,1.0
12850,3,5,0.6
12851,2,9,0.22
12900,1,1,1.0
12903,6,2,3.0
12905,1,0,1.0
12912,1,1,1.0
12918,5,32,0.16
12924,1,1,1.0
12929,3,0,3.0
12932,1,11,0.09
12936,4,6,0.67
12952,6,9,0.67
12960,3,2,1.5
12962,2,4,0.5
12964,1,1,1.0
12966,1,0,1.0
12970,3,0,3.0
12972,3,5,0.6
12977,2,1,2.0
12984,2,3,0.67
12989,6,13,0.46
13001,1,6,0.17
13002,3,4,0.75
13014,4,8,0.5
13019,3,2,1.5
13039,7,1,7.0
13040,3,8,0.38
13047,2,16,0.12
13049,11,14,0.79
13052,1,-1,-1.0
13055,1,0,1.0
13059,1,4,0.25
13062,1,2,0.5
13065,8,33,0.24
13066,2,16,0.12
13067,1,9,0.11
13078,5,1,5.0
13079,1,2,0.5
13085,8,14,0.57
13088,1,1,1.0
13089,2,1,2.0
13103,3,6,0.5
13109,5,2,2.5
13117,2,5,0.4
13119,3,4,0.75
13122,3,11,0.27
13128,3,5,0.6
13133,3,4,0.75
13136,1,0,1.0
13137,2,3,0.67
13144,4,1,4.0
13148,2,11,0.18
13150,4,1,4.0
13159,1,1,1.0
13163,4,1,4.0
13180,3,3,1.0
13186,1,4,0.25
13190,1,0,1.0
13193,5,17,0.29
13198,10,18,0.56
13204,4,1,4.0
13214,4,-5,-0.8
13219,1,0,1.0
13223,1,0,1.0
13234,1,1,1.0
13237,2,-5,-0.4
13240,2,1,2.0
13244,4,6,0.67
13249,2,6,0.33
13251,1,1,1.0
13253,2,1,2.0
13268,2,1,2.0
13270,2,4,0.5
13277,2,-3,-0.67
13281,2,0,2.0
13286,3,1,3.0
13295,7,6,1.17
13298,4,7,0.57
13310,2,-8,-0.25
13317,2,1,2.0
13320,5,5,1.0
13326,3,1,3.0
13327,4,5,0.8
13335,2,0,2.0
13336,2,5,0.4
13344,1,6,0.17
13346,3,2,1.5
13351,1,0,1.0
13352,4,1,4.0
13354,14,20,0.7
13369,7,3,2.33
13377,13,2,6.5
13390,5,15,0.33
13396,8,4,2.0
13405,4,6,0.67
13413,8,10,0.8
13424,1,2,0.5
13427,2,2,1.0
13430,2,4,0.5
13432,1,0,1.0
13434,1,3,0.33
13435,3,3,1.0
13438,2,2,1.0
13440,2,2,1.0
13445,3,3,1.0
13451,4,6,0.67
13454,2,1,2.0
13462,1,2,0.5
13463,2,2,1.0
13469,2,3,0.67
13474,6,2,3.0
13477,4,-5,-0.8
13484,1,5,0.2
13485,2,5,0.4
13488,3,4,0.75
13495,4,1,4.0
13499,2,0,2.0
13501,3,11,0.27
13510,2,1,2.0
13524,0,0,0.0
13530,9,-1,-9.0
13536,3,4,0.75
13538,4,-3,-1.33
13541,2,5,0.4
13545,2,0,2.0
13546,5,3,1.67
13549,2,1,2.0
13558,20,2,10.0
13573,7,-5,-1.4
13587,8,6,1.33
13592,3,19,0.16
13607,6,5,1.2
13611,19,16,1.19
13624,2,0,2.0
13633,2,1,2.0
13635,3,0,3.0
13642,1,9,0.11
13644,1,0,1.0
13658,4,1,4.0
13661,5,3,1.67
13670,0,0,0.0
13674,2,1,2.0
13676,25,25,1.0
13702,3,3,1.0
13703,2,4,0.5
13708,1,0,1.0
13709,2,4,0.5
13711,3,9,0.33
13720,1,0,1.0
13723,4,-2,-2.0
13727,5,2,2.5
13728,1,0,1.0
13738,6,6,1.0
13742,3,10,0.3
13748,4,9,0.44
13755,3,1,3.0
13762,1,2,0.5
13764,1,2,0.5
13768,1,3,0.33
13775,2,2,1.0
13784,9,10,0.9
13785,2,10,0.2
13795,2,10,0.2
13810,3,2,1.5
13814,1,3,0.33
13816,2,1,2.0
13818,3,-2,-1.5
13821,3,2,1.5
13826,1,2,0.5
13827,8,37,0.22
13829,6,1,6.0
13838,2,0,2.0
13842,6,19,0.32
13847,3,19,0.16
13849,1,4,0.25
13851,4,34,0.12
13864,4,1,4.0
13873,8,5,1.6
13885,5,1,5.0
13902,3,-6,-0.5
13908,2,-4,-0.5
13912,7,-4,-1.75
13924,1,1,1.0
13935,1,-1,-1.0
13939,5,6,0.83
13940,1,2,0.5
13952,1,2,0.5
13958,1,2,0.5
13967,3,-1,-3.0
13975,3,13,0.23
13976,5,28,0.18
13987,4,-4,-1.0
13988,3,0,3.0
13997,1,1,1.0
13998,3,-2,-1.5
14005,4,4,1.0
14013,3,1,3.0
14022,3,0,3.0
14028,4,9,0.44
14029,4,2,2.0
14035,2,5,0.4
14038,2,0,2.0
14045,6,4,1.5
14056,20,22,0.91
14079,1,2,0.5
14080,4,0,4.0
14086,1,4,0.25
14094,3,2,1.5
14098,1,0,1.0
14101,2,0,2.0
14107,2,7,0.29
14112,1,3,0.33
14115,2,-1,-2.0
14117,3,28,0.11
14118,1,4,0.25
14124,3,4,0.75
14126,7,1,7.0
14143,3,4,0.75
14147,2,2,1.0
14154,2,1,2.0
14163,1,2,0.5
14167,1,1,1.0
14180,4,1,4.0
14183,4,3,1.33
14185,4,6,0.67
14187,1,1,1.0
14196,1,0,1.0
14200,5,58,0.09
14205,2,0,2.0
14210,3,9,0.33
14211,6,1,6.0
14219,3,0,3.0
14225,2,1,2.0
14230,2,1,2.0
14234,2,2,1.0
14241,1,4,0.25
14244,1,2,0.5
14246,2,1,2.0
14253,32,12,2.67
14267,1,2,0.5
14268,1,1,1.0
14300,5,8,0.62
14303,25,25,1.0
14306,2,5,0.4
14308,9,8,1.12
14323,7,0,7.0
14325,2,1,2.0
14326,3,4,0.75
14343,2,-1,-2.0
14363,2,4,0.5
14372,2,0,2.0
14383,1,1,1.0
14385,2,2,1.0
14388,1,2,0.5
14390,3,3,1.0
14391,3,2,1.5
14397,2,7,0.29
14401,3,5,0.6
14404,2,0,2.0
14406,6,10,0.6
14407,4,5,0.8
14415,1,0,1.0
14421,5,24,0.21
14438,1,0,1.0
14439,2,1,2.0
14442,4,6,0.67
14448,2,12,0.17
14450,1,2,0.5
14453,5,0,5.0
14457,3,1,3.0
14461,1,4,0.25
14469,1,8,0.12
14470,11,20,0.55
14477,2,9,0.22
14482,2,2,1.0
14488,3,0,3.0
14499,2,-3,-0.67
14501,1,-1,-1.0
14510,2,0,2.0
14514,7,5,1.4
14520,5,-8,-0.62
14522,5,2,2.5
14537,2,0,2.0
14540,1,1,1.0
14548,1,4,0.25
14549,2,2,1.0
14551,4,8,0.5
14555,3,4,0.75
14559,5,2,2.5
14566,2,2,1.0
14567,3,4,0.75
14571,7,2,3.5
14579,5,1,5.0
14581,8,23,0.35
14589,2,-1,-2.0
14591,4,5,0.8
14594,2,0,2.0
14595,4,15,0.27
14605,1,2,0.5
14606,3,3,1.0
14609,1,2,0.5
14610,4,26,0.15
14614,4,1,4.0
14629,2,1,2.0
14633,3,5,0.6
14637,4,-1,-4.0
14643,2,2,1.0
14649,1,0,1.0
14652,7,11,0.64
14655,2,4,0.5
14656,10,30,0.33
14664,4,0,4.0
14665,8,8,1.0
14680,3,1,3.0
14684,1,2,0.5
14687,2,1,2.0
14696,3,4,0.75
14699,2,5,0.4
14710,7,18,0.39
14713,3,0,3.0
14716,4,12,0.33
14729,4,2,2.0
14738,2,9,0.22
14749,2,1,2.0
14750,4,1,4.0
14753,3,7,0.43
14756,3,5,0.6
14763,4,-1,-4.0
14770,3,1,3.0
14771,3,0,3.0
14778,2,1,2.0
14779,2,2,1.0
14798,4,2,2.0
14805,2,0,2.0
14806,1,4,0.25
14807,1,0,1.0
14808,2,2,1.0
14813,4,0,4.0
14817,4,1,4.0
14821,1,1,1.0
14822,1,4,0.25
14828,15,4,3.75
14847,1,0,1.0
14859,1,5,0.2
14864,3,0,3.0
14875,3,10,0.3
14891,2,1,2.0
14898,5,12,0.42
14902,4,2,2.0
14906,4,3,1.33
14915,2,4,0.5
14918,3,0,3.0
14922,6,1,6.0
14924,4,-3,-1.33
14932,4,25,0.16
14937,4,-4,-1.0
14943,4,3,1.33
14969,2,0,2.0
14971,4,0,4.0
14986,1,2,0.5
14988,6,-3,-2.0
14994,11,14,0.79
15007,2,1,2.0
15010,3,14,0.21
15019,1,1,1.0
15020,1,4,0.25
15023,1,1,1.0
15027,1,4,0.25
15029,1,0,1.0
15031,2,0,2.0
15039,2,0,2.0
15042,2,0,2.0
15044,3,-4,-0.75
15048,2,1,2.0
15053,2,2,1.0
15054,1,4,0.25
15055,2,3,0.67
15056,3,0,3.0
15059,7,24,0.29
15061,2,6,0.33
15074,4,2,2.0
15079,3,2,1.5
15083,4,2,2.0
15091,5,1,5.0
15092,3,-1,-3.0
15094,1,0,1.0
15102,5,0,5.0
15106,3,0,3.0
15116,3,0,3.0
15117,4,-4,-1.0
15126,3,0,3.0
15138,1,-2,-0.5
15141,3,5,0.6
15143,12,92,0.13
15165,4,13,0.31
15171,1,5,0.2
15177,1,0,1.0
15182,3,0,3.0
15190,3,8,0.38
15191,2,1,2.0
15198,5,-4,-1.25
15207,2,0,2.0
15211,2,1,2.0
15214,5,3,1.67
15219,9,-3,-3.0
15229,6,-6,-1.0
15237,2,0,2.0
15239,1,15,0.07
15241,3,1,3.0
15249,2,1,2.0
15251,3,9,0.33
15259,3,1,3.0
15262,3,2,1.5
15267,2,2,1.0
15270,3,1,3.0
15275,4,8,0.5
15290,5,9,0.56
15297,2,28,0.07
15299,2,14,0.14
15303,3,5,0.6
15304,2,0,2.0
15308,10,9,1.11
15327,24,1,24.0
15330,3,3,1.0
15341,2,2,1.0
15353,4,6,0.67
15358,2,1,2.0
15362,2,0,2.0
15381,2,1,2.0
15388,2,1,2.0
15394,2,2,1.0
15396,1,7,0.14
15405,3,2,1.5
15420,5,4,1.25
15432,6,4,1.5
15436,3,3,1.0
15440,2,6,0.33
15446,4,2,2.0
15457,2,2,1.0
15474,3,2,1.5
15484,1,1,1.0
15487,9,22,0.41
15493,5,-5,-1.0
15504,2,12,0.17
15511,7,-6,-1.17
15515,3,1,3.0
15520,4,-3,-1.33
15533,2,9,0.22
15535,5,22,0.23
15540,5,30,0.17
15543,1,0,1.0
15545,3,4,0.75
15551,4,16,0.25
15556,4,3,1.33
15562,12,8,1.5
15570,1,2,0.5
15576,0,12,0.0
15582,1,1,1.0
15583,1,0,1.0
15589,1,1,1.0
15590,4,20,0.2
15598,6,7,0.86
15601,3,-2,-1.5
15612,2,0,2.0
15616,2,5,0.4
15617,3,3,1.0
15634,2,8,0.25
15635,3,23,0.13
15644,5,7,0.71
15650,11,40,0.28
15661,8,184,0.04
15663,2,10,0.2
15672,5,1,5.0
15677,4,0,4.0
15687,1,5,0.2
15689,1,0,1.0
15695,7,5,1.4
15699,1,14,0.07
15703,2,3,0.67
15706,8,10,0.8
15709,3,2,1.5
15714,2,1,2.0
15719,3,0,3.0
15722,2,4,0.5
15725,2,1,2.0
